id,Value
0,955.156202125882
1,902.0484867508501
2,907.606265382654
3,905.1456001481807
4,896.182829574988
5,767.7023951545696
6,811.4700447046791
7,558.4203868903699
8,-177.27806366432026
9,-178.8268677770359
10,-14.149922821845621
11,950.3210802883195
12,851.4016934508966
13,823.3797280312276
14,800.3209377659601
15,815.5224010651933
16,843.2884323059111
17,873.5815535130766
18,879.2302590476131
19,814.4323572597859
20,968.9175719520399
21,981.869573257909
22,954.3263404330082
23,984.274152875549
24,957.4352768694422
25,910.3268330492849
26,803.9472758315119
27,839.219762286256
28,813.659617153378
29,766.8694571718345
30,937.4249504076649
31,949.7038593374439
32,886.8303667081868
33,769.8039950954425
34,828.2149916399278
35,838.4968711265803
36,848.1824139496423
37,853.9994965838861
38,836.2153774190017
39,894.5012626328455
40,797.4155208141323
41,884.5868939817061
42,872.4370838326059
43,823.2309181057096
44,834.4027781159577
45,886.3610856463916
46,917.9574525639972
47,812.7640478973707
48,894.3851890427444
49,889.6002867105528
50,827.8898945288421
51,866.6328115198712
52,956.3226016273557
53,918.8927138101683
54,891.2070755460784
55,916.4084713678471
56,934.7693447535361
57,864.6455909475789
58,868.5955688922763
59,844.1647219240157
60,810.7410011796997
61,729.6578362246325
62,841.7463900523519
63,705.906195497596
64,734.9281926736427
65,737.2710670289921
66,755.8570645051832
67,655.6019829770289
68,584.6646239292027
69,720.9586845110423
70,494.64205680161024
71,-153.73581196197154
72,-101.14031311587165
73,40.80076002876744
74,780.4201566896267
75,652.7156784205534
76,752.9117967141999
77,744.619795930854
78,668.8896061894739
79,733.7843439441987
80,787.2205199894609
81,721.7183089355392
82,619.7243334429876
83,748.6915105748652
84,727.1941292750957
85,782.1343996689902
86,764.2649218246054
87,755.7299700735675
88,651.5170369944134
89,592.2095330525724
90,740.8679189914094
91,717.9626166429024
92,734.2536695083966
93,779.437383023345
94,781.6807306541053
95,726.6913417955319
96,680.6581644111368
97,785.6623859982464
98,807.7532306116696
99,732.3236705062005
100,787.7769989246833
101,780.979199851213
102,764.1717873307861
103,676.2560528097856
104,706.4771847045554
105,742.4327151441497
106,730.4489893606227
107,787.6374136719357
108,782.1663542981762
109,708.6439828475591
110,597.928953304654
111,720.3970740823695
112,741.5730397923508
113,748.3221588315572
114,735.1416593093281
115,752.632087648134
116,729.0392192923603
117,693.5117740250373
118,829.0623495713455
119,838.632621895581
120,814.5981922747679
121,764.7064595738669
122,764.0436958295402
123,710.9901906720829
124,684.2145397767961
125,783.4227283616754
126,725.2369107040759
127,721.6797663862654
128,686.4995712115483
129,666.625803244351
130,708.6670673648421
131,714.1346886162644
132,648.5544625661485
133,450.5062244360476
134,-86.12887733840304
135,-96.07157737419057
136,-8.566148159485172
137,662.9211916260637
138,681.4109849533465
139,652.3629115068488
140,652.6225571596129
141,641.6110759025506
142,642.2594031527848
143,644.3651367733377
144,641.7045578050091
145,647.4444299875186
146,629.6761757592201
147,629.8210040471662
148,625.2551215999944
149,627.8550046169654
150,638.559767318748
151,635.4682052380853
152,633.85163131327
153,621.1252619314151
154,616.8212564538028
155,627.6366312896253
156,625.3940588749456
157,635.3424636393222
158,640.4886086195808
159,643.1190085699228
160,636.219292855629
161,638.5685860403177
162,644.4587281136543
163,651.7612165329846
164,619.2849437358411
165,657.9908302950005
166,663.0261491304506
167,662.1292285042205
168,668.2624951441669
169,672.6518344056869
170,674.3179243497303
171,668.0262458819967
172,663.7214757535379
173,669.4567494889252
174,670.6867659055707
175,672.8482644269548
176,679.7623848558544
177,673.2451005460744
178,673.9670034020987
179,679.1511647307229
180,665.4832065289945
181,675.1108179961345
182,667.4561983734956
183,673.7972363272079
184,674.6330423294652
185,669.796064059215
186,668.5286040439786
187,679.1337176452112
188,673.0856359614111
189,959.3282270493357
190,971.2229737032659
191,992.9664726071225
192,969.3707152848856
193,878.013106584466
194,645.1547422780965
195,838.2238661251499
196,655.1315179170699
197,-236.42586675793234
198,-52.89377580908763
199,194.29650564159067
200,1135.8848941905821
201,867.0550274591046
202,700.2492243959234
203,666.6259009859579
204,689.5109694417707
205,705.6879040254943
206,801.845842129821
207,898.0369204001631
208,743.5075878719728
209,934.9074980631847
210,952.4484109759036
211,1091.2398237392463
212,940.6750739607849
213,901.4930206130588
214,934.3474029102905
215,711.1562996113053
216,928.635984467538
217,989.4193507057564
218,822.1095362358905
219,1001.0170858135991
220,1139.8828140566613
221,1091.5684026212975
222,768.9022317478278
223,785.345929616422
224,779.0923449756368
225,658.1585192871138
226,769.0934531404022
227,899.9235359470582
228,893.6245526940886
229,686.4204142188714
230,860.7673000388475
231,775.1867923772941
232,762.5034655083231
233,774.7784831921331
234,862.1132606788631
235,819.5892467047345
236,644.1782796236929
237,947.3398458872794
238,938.9144092468874
239,822.9846468830891
240,912.831875291844
241,1049.4287412612475
242,977.6045597527742
243,802.4021089791522
244,891.4382569549529
245,911.3259120772823
246,747.2128610009627
247,843.7773069819956
248,915.7965558752072
249,880.181287459197
250,671.0931388140627
251,790.1216451209713
