id,Value
0,955.156202125882
1,902.0484867508501
2,907.606265382654
3,905.1456001481807
4,896.182829574988
5,767.7023951545696
6,811.4700447046791
7,558.4203868903699
8,-177.27806366432026
9,-178.8268677770359
10,-14.149922821845621
11,950.3210802883195
12,851.4016934508966
13,823.3797280312276
14,800.3209377659601
15,815.5224010651933
16,843.2884323059111
17,873.5815535130766
18,879.2302590476131
19,814.4323572597859
20,968.9175719520399
21,981.869573257909
22,954.3263404330082
23,984.274152875549
24,957.4352768694422
25,910.3268330492849
26,803.9472758315119
27,839.219762286256
28,813.659617153378
29,766.8694571718345
30,937.4249504076649
31,949.7038593374439
32,886.8303667081868
33,769.8039950954425
34,828.2149916399278
35,838.4968711265803
36,848.1824139496423
37,853.9994965838861
38,836.2153774190017
39,894.5012626328455
40,797.4155208141323
41,884.5868939817061
42,872.4370838326059
43,823.2309181057096
44,834.4027781159577
45,886.3610856463916
46,917.9574525639972
47,812.7640478973707
48,894.3851890427444
49,889.6002867105528
50,827.8898945288421
51,866.6328115198712
52,956.3226016273557
53,918.8927138101683
54,891.2070755460784
55,916.4084713678471
56,934.7693447535361
57,864.6455909475789
58,868.5955688922763
59,844.1647219240157
60,810.7410011796997
61,729.6578362246325
62,841.7463900523519
63,795.180242807098
64,803.8318707859709
65,804.1973679663297
66,799.4634744739942
67,698.2884996207968
68,589.3528202360549
69,716.3084132150473
70,518.2540751527381
71,-186.59293934949505
72,-135.2471468076709
73,4.754378444362601
74,761.3241013359191
75,647.9506803292078
76,692.1365323725129
77,702.3856133659601
78,691.9717537698748
79,714.8618317313194
80,736.5075845064036
81,689.7656741177585
82,627.7303029717528
83,787.0651045142646
84,806.798437104967
85,820.4101469485904
86,795.6615094255202
87,791.2049957352094
88,704.2896654692623
89,604.3848579911481
90,726.5086348152439
91,763.2844400698456
92,731.3995474376275
93,821.965107032878
94,833.2819464925268
95,742.8640588546203
96,624.0362742259799
97,715.471585016037
98,739.1386190944258
99,703.9786443569053
100,743.905275946046
101,740.551374953226
102,724.2129096368811
103,619.1748435440602
104,736.0249717203372
105,752.8187430564285
106,758.3552506115294
107,762.1605659090922
108,767.8267830681048
109,705.266160371619
110,635.2843548199519
111,789.035178063023
112,820.6109683040254
113,779.2539927753651
114,796.3230123998992
115,842.585687001007
116,761.833354601471
117,678.3923650236236
118,764.4506868542195
119,810.4175945691932
120,779.7573477865669
121,792.8851604130989
122,767.8509370545138
123,686.042264331581
124,614.9136233193391
125,750.577563313261
126,662.2299224074746
127,683.5503799409507
128,666.7189392144217
129,651.3832129544459
130,676.7974815248891
131,737.3799056958244
132,702.4318546634065
133,488.52588784256795
134,-32.67951501172308
135,-76.30719080427411
136,-22.33708523027633
137,669.2925372260231
138,743.2408623021747
139,734.7842674247524
140,791.9706042269966
141,763.9019856975237
142,734.5230584254844
143,724.4796654916615
144,750.593974940024
145,760.26900282419
146,662.8703060075859
147,669.2358131650024
148,665.0805033912134
149,660.9686364791802
150,682.0438770321404
151,693.4931033380428
152,711.841580119137
153,688.7000889379627
154,697.7772092338479
155,724.3579048500657
156,674.5817378687129
157,681.1238970980312
158,705.9513399346872
159,729.7725902292298
160,715.4565232575958
161,732.5983782340678
162,731.1450172002752
163,734.4049063949041
164,696.0633183582843
165,741.566788430559
166,753.5708930891722
167,733.687307904954
168,751.8638129373586
169,762.7565211086794
170,762.6388963594555
171,746.3439918547508
172,733.1417348214335
173,748.176814239949
174,742.5781110210739
175,753.1115934138589
176,770.3921593313976
177,752.9587149475998
178,737.8646020882971
179,751.7581203988678
180,721.5144344370549
181,742.2562687286913
182,734.5285535926913
183,751.0331243980205
184,752.9434304392137
185,757.7906329176892
186,761.625225347409
187,774.0849330642734
188,753.849789835066
189,959.3282270493357
190,971.2229737032659
191,992.9664726071225
192,969.3707152848856
193,878.013106584466
194,645.1547422780965
195,838.2238661251499
196,655.1315179170699
197,-236.42586675793234
198,-52.89377580908763
199,194.29650564159067
200,1135.8848941905821
201,867.0550274591046
202,700.2492243959234
203,666.6259009859579
204,689.5109694417707
205,705.6879040254943
206,801.845842129821
207,898.0369204001631
208,743.5075878719728
209,934.9074980631847
210,952.4484109759036
211,1091.2398237392463
212,940.6750739607849
213,901.4930206130588
214,934.3474029102905
215,711.1562996113053
216,928.635984467538
217,989.4193507057564
218,822.1095362358905
219,1001.0170858135991
220,1139.8828140566613
221,1091.5684026212975
222,768.9022317478278
223,785.345929616422
224,779.0923449756368
225,658.1585192871138
226,769.0934531404022
227,899.9235359470582
228,893.6245526940886
229,686.4204142188714
230,860.7673000388475
231,775.1867923772941
232,762.5034655083231
233,774.7784831921331
234,862.1132606788631
235,819.5892467047345
236,644.1782796236929
237,947.3398458872794
238,938.9144092468874
239,822.9846468830891
240,912.831875291844
241,1049.4287412612475
242,977.6045597527742
243,802.4021089791522
244,891.4382569549529
245,911.3259120772823
246,747.2128610009627
247,843.7773069819956
248,915.7965558752072
249,880.181287459197
250,671.0931388140627
251,790.1216451209713
